Age,Gender,Country,family_history,work_interfere,no_employees,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,treatment
26,Male,'United States',No,Rarely,'More than 1000',Yes,'Not sure','Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',No,Maybe,No,No,Yes
33,Male,'United Kingdom',No,NA,'More than 1000','Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',Maybe,Maybe,'Dont know',No,No
32,Male,'United Kingdom',No,NA,6-25,'Dont know',No,No,No,'Dont know','Very easy',No,No,No,No,Maybe,No,No,No
25,Male,Germany,No,Sometimes,6-25,No,Yes,No,No,Yes,'Somewhat easy',No,No,'Some of them',Yes,Yes,Yes,No,No
35,Male,Germany,No,Sometimes,26-100,'Dont know',No,No,No,'Dont know','Somewhat difficult',Yes,Maybe,Yes,No,Maybe,'Dont know',No,Yes
24,Male,'United Kingdom',Yes,Often,1-5,'Dont know','Not sure',No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,No
55,Male,'United Kingdom',No,Often,'More than 1000',Yes,Yes,Yes,Yes,'Dont know','Somewhat easy',Yes,Maybe,No,No,Maybe,No,Yes,Yes
33,Male,'United Kingdom',Yes,Sometimes,1-5,No,Yes,No,No,No,'Very difficult',Yes,Maybe,'Some of them',No,Maybe,No,Yes,Yes
26,Female,'United Kingdom',Yes,Sometimes,1-5,No,No,No,No,'Dont know','Very easy',Maybe,No,'Some of them',No,Maybe,Yes,No,Yes
25,Male,'United Kingdom',No,Never,6-25,'Dont know','Not sure','Dont know','Dont know','Dont know','Very easy',No,No,Yes,No,No,'Dont know',No,No
45,Male,'United Kingdom',Yes,Rarely,100-500,'Dont know',No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,No
33,Female,'United Kingdom',No,Sometimes,1-5,No,Yes,Yes,Yes,Yes,'Very easy',No,No,'Some of them',No,No,'Dont know',No,Yes
43,Male,'United States',No,Sometimes,'More than 1000',No,'Not sure',No,No,'Dont know','Very difficult',Yes,Maybe,No,No,Maybe,No,Yes,No
30,Male,'United Kingdom',No,Sometimes,6-25,No,Yes,No,No,No,'Very difficult',Yes,Yes,No,No,No,Yes,Yes,Yes
40,Male,'United States',Yes,Rarely,6-25,'Dont know','Not sure',No,'Dont know','Dont know','Dont know',No,No,Yes,No,Maybe,'Dont know',No,Yes
49,Male,'United States',Yes,Never,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Dont know',No,No,Yes,No,No,Yes,No,No
29,Male,Germany,No,NA,6-25,'Dont know','Not sure',No,No,'Dont know','Somewhat easy',No,No,'Some of them',Maybe,Yes,'Dont know',No,No
26,Male,Germany,No,NA,500-1000,'Dont know',No,'Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',Maybe,Maybe,'Dont know',No,No
38,Male,'United States',No,Never,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Maybe,Maybe,'Some of them',No,Maybe,No,Yes,No
27,Male,France,Yes,NA,500-1000,Yes,Yes,'Dont know',No,Yes,'Somewhat easy',Maybe,Maybe,No,No,Maybe,'Dont know',Yes,No
26,Male,Belgium,No,Never,6-25,Yes,No,No,No,No,'Somewhat easy',Maybe,No,No,No,No,'Dont know',No,No
28,Male,'United Kingdom',Yes,Often,26-100,No,No,No,No,'Dont know','Somewhat easy',Maybe,Maybe,Yes,No,No,No,No,Yes
40,Male,'United States',Yes,Sometimes,1-5,No,No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,Maybe,No,No,Yes
37,Female,Canada,Yes,Rarely,1-5,No,Yes,No,No,Yes,'Somewhat easy',Yes,Maybe,'Some of them',Maybe,Maybe,'Dont know',Yes,Yes
34,Female,'United Kingdom',Yes,Often,26-100,Yes,Yes,No,Yes,No,'Somewhat easy',Yes,Yes,'Some of them',No,No,'Dont know',No,Yes
28,Male,'United States',Yes,Often,100-500,'Dont know','Not sure',No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,Yes,'Dont know',No,Yes
27,Male,Canada,No,Never,26-100,Yes,'Not sure',Yes,No,Yes,'Very easy',No,No,Yes,Maybe,Maybe,Yes,No,No
29,Male,'United Kingdom',No,Sometimes,6-25,No,No,No,No,'Dont know','Very easy',No,No,Yes,No,Yes,Yes,No,Yes
39,Female,'United Kingdom',Yes,Rarely,500-1000,'Dont know','Not sure',No,No,'Dont know','Somewhat difficult',Yes,Yes,No,No,No,No,Yes,No
28,Male,'United Kingdom',No,Often,6-25,No,No,No,No,No,'Somewhat difficult',Yes,No,No,No,Yes,Yes,No,No
23,Male,'United States',Yes,Sometimes,26-100,Yes,'Not sure',Yes,Yes,Yes,'Somewhat easy',No,No,No,No,Maybe,'Dont know',No,No
38,Male,'United Kingdom',No,NA,1-5,No,No,No,No,Yes,'Somewhat easy',No,No,'Some of them',No,No,'Dont know',No,No
19,Male,'United Kingdom',No,NA,6-25,Yes,No,No,Yes,'Dont know','Very easy',No,No,Yes,No,No,Yes,No,No
30,Female,'United States',Yes,Sometimes,26-100,Yes,Yes,Yes,'Dont know',Yes,'Very easy',No,No,'Some of them',No,No,Yes,No,Yes
28,Male,'United Kingdom',No,NA,1-5,No,Yes,No,No,Yes,'Very easy',Maybe,Maybe,No,No,No,Yes,No,No
20,Male,India,No,Sometimes,26-100,'Dont know',No,No,No,'Dont know','Dont know',Yes,No,No,No,Maybe,Yes,No,Yes
35,Male,'United Kingdom',No,Sometimes,1-5,'Dont know','Not sure',No,'Dont know','Dont know','Somewhat easy',No,No,'Some of them',No,No,'Dont know',No,No
39,Male,'United States',No,Rarely,100-500,Yes,Yes,No,No,Yes,'Very easy',Maybe,No,'Some of them',No,No,'Dont know',No,Yes
31,Female,'United States',Yes,Never,'More than 1000',Yes,'Not sure',No,'Dont know','Dont know','Dont know',Yes,Yes,No,No,No,'Dont know',No,No
32,Male,'United Kingdom',No,Rarely,500-1000,No,No,No,No,'Dont know','Dont know',Yes,No,No,No,No,'Dont know',No,No
27,Male,Sweden,No,NA,6-25,No,No,No,No,'Dont know','Dont know',No,No,No,No,No,'Dont know',No,No
25,Male,'United States',Yes,Often,6-25,Yes,Yes,No,'Dont know',Yes,'Somewhat easy',No,No,Yes,Maybe,Maybe,'Dont know',No,Yes
42,Male,'United States',Yes,Sometimes,6-25,'Dont know',No,No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
34,Male,'United States',Yes,Often,100-500,Yes,Yes,No,No,Yes,'Very easy',No,No,Yes,Maybe,Maybe,'Dont know',No,Yes
26,Female,'United States',No,Sometimes,26-100,'Dont know',No,No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',Maybe,Maybe,'Dont know',Yes,Yes
35,Male,'United Kingdom',Yes,Sometimes,1-5,No,Yes,No,No,Yes,'Very easy',Yes,Yes,'Some of them',No,Maybe,Yes,Yes,Yes
34,Male,'United Kingdom',No,Never,500-1000,'Dont know',No,No,'Dont know','Dont know','Very easy',Maybe,No,Yes,No,No,Yes,No,No
38,Male,'United States',Yes,Sometimes,100-500,Yes,Yes,No,Yes,Yes,'Very easy',No,No,Yes,Yes,Yes,'Dont know',No,Yes
34,Male,'United States',No,Sometimes,100-500,'Dont know',No,No,No,'Dont know','Dont know',Yes,No,'Some of them',No,Maybe,'Dont know',No,No
39,Male,'United States',Yes,Sometimes,6-25,No,Yes,No,No,Yes,'Somewhat easy',No,No,'Some of them',Maybe,Yes,Yes,No,Yes
44,Female,'United States',No,NA,100-500,'Dont know','Not sure',No,No,'Dont know','Dont know',Yes,No,No,No,No,'Dont know',No,No
40,Male,'United States',No,NA,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Dont know',Maybe,No,No,No,No,'Dont know',No,No
33,Female,'United States',No,Never,1-5,No,Yes,'Dont know','Dont know',Yes,'Somewhat easy',Maybe,No,No,No,No,Yes,No,No
24,Female,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,No,'Dont know','Dont know','Somewhat difficult',Yes,Maybe,'Some of them',No,No,No,Yes,No
38,Female,'United States',Yes,Sometimes,26-100,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,No
31,Male,'United States',No,Sometimes,'More than 1000',Yes,'Not sure',Yes,Yes,Yes,'Dont know',Yes,Maybe,'Some of them',No,Maybe,Yes,No,No
23,Male,Israel,No,NA,100-500,'Dont know','Not sure',No,No,Yes,'Very easy',Maybe,No,'Some of them',Maybe,Yes,'Dont know',No,No
26,Female,'United States',No,NA,6-25,'Dont know','Not sure',No,No,'Dont know','Somewhat easy',No,No,Yes,No,Maybe,Yes,No,No
46,Trans,'United States',No,Often,'More than 1000',Yes,Yes,Yes,Yes,'Dont know','Dont know',Yes,No,'Some of them',No,No,No,Yes,Yes
30,Male,'United States',Yes,Sometimes,26-100,Yes,No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
25,Male,'United States',No,Rarely,26-100,'Dont know',No,No,No,'Dont know','Somewhat easy',Yes,No,'Some of them',No,Yes,'Dont know',Yes,No
19,Male,Canada,No,Never,26-100,'Dont know',No,No,No,'Dont know','Somewhat easy',No,No,'Some of them',No,Maybe,No,No,No
30,Female,'United States',Yes,Sometimes,500-1000,Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Maybe,Maybe,'Some of them',No,No,No,Yes,Yes
32,Male,'United States',No,Never,6-25,Yes,Yes,Yes,Yes,'Dont know','Somewhat easy',No,No,Yes,No,Maybe,Yes,No,No
32,Male,'United Kingdom',No,NA,6-25,No,No,No,No,'Dont know','Dont know',Maybe,Maybe,No,No,Maybe,'Dont know',No,No
37,Male,'United States',Yes,Sometimes,26-100,'Dont know',No,No,No,'Dont know','Somewhat easy',Maybe,No,'Some of them',No,Maybe,No,No,No
42,Male,'United States',Yes,Sometimes,6-25,'Dont know',No,No,'Dont know','Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,'Dont know',No,Yes
25,Female,'United States',No,Never,'More than 1000',Yes,Yes,Yes,Yes,'Dont know','Dont know',Maybe,No,'Some of them',Maybe,No,Yes,No,No
19,Male,'United States',No,Sometimes,1-5,'Dont know','Not sure',No,No,'Dont know','Dont know',No,No,'Some of them',Maybe,Maybe,'Dont know',No,No
40,Female,'United States',Yes,Never,100-500,Yes,Yes,Yes,No,'Dont know','Dont know',Yes,Yes,No,No,No,'Dont know',No,No
34,Male,'United States',No,NA,'More than 1000',Yes,'Not sure',Yes,'Dont know','Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,'Dont know',No,No
26,Male,'United States',Yes,NA,6-25,'Dont know','Not sure',No,No,'Dont know','Dont know',No,No,'Some of them',No,No,Yes,No,No
31,Male,'United States',Yes,Rarely,6-25,'Dont know','Not sure','Dont know','Dont know',Yes,'Dont know',No,No,Yes,Maybe,Maybe,Yes,No,Yes
40,Male,'United States',Yes,Sometimes,'More than 1000',Yes,'Not sure',Yes,'Dont know','Dont know','Dont know',Yes,Maybe,'Some of them',No,Maybe,No,No,No
31,Female,'United States',Yes,Often,26-100,No,No,No,No,No,'Very difficult',Yes,No,No,No,Yes,No,Yes,Yes
36,Male,'United States',No,Never,100-500,'Dont know',No,No,'Dont know','Dont know','Dont know',Yes,Maybe,No,No,Maybe,'Dont know',Yes,No
35,Male,Canada,Yes,Sometimes,6-25,No,Yes,No,No,'Dont know','Dont know',Maybe,No,No,No,No,'Dont know',No,No
26,Male,Australia,Yes,Sometimes,26-100,No,No,No,No,Yes,'Dont know',No,No,Yes,No,Maybe,Yes,No,Yes
44,Male,'United States',No,NA,'More than 1000','Dont know',No,'Dont know','Dont know',Yes,'Dont know',Yes,No,'Some of them',No,No,No,No,No
34,Female,'United States',No,Sometimes,1-5,No,'Not sure',No,No,'Dont know','Very easy',No,No,'Some of them',No,Maybe,Yes,No,No
35,Male,'United States',No,NA,6-25,No,No,No,No,'Dont know','Dont know',No,No,No,No,No,'Dont know',No,No
28,Female,'United States',Yes,Sometimes,26-100,'Dont know',No,No,No,'Dont know','Somewhat easy',Yes,No,'Some of them',No,Maybe,No,No,Yes
33,Male,'United States',No,NA,6-25,Yes,No,'Dont know',Yes,Yes,'Dont know',No,No,'Some of them',No,No,Yes,No,No
40,Male,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,No,Yes,'Dont know','Dont know',Yes,No,No,No,Maybe,'Dont know',No,Yes
26,Male,'United States',No,Sometimes,6-25,Yes,Yes,No,No,Yes,'Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
29,Female,'United Kingdom',No,Often,'More than 1000',Yes,Yes,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Yes,No,Yes,Yes
26,Female,Canada,Yes,Sometimes,100-500,Yes,'Not sure',No,No,Yes,'Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
33,Male,Italy,Yes,Sometimes,6-25,No,'Not sure',No,No,'Dont know','Somewhat easy',No,No,'Some of them',No,No,'Dont know',No,Yes
28,Male,Brazil,Yes,Sometimes,100-500,No,No,No,No,'Dont know','Somewhat easy',No,No,'Some of them',No,No,'Dont know',Yes,No
41,Male,'United States',No,Often,1-5,No,Yes,Yes,Yes,Yes,'Very difficult',No,No,'Some of them',No,No,Yes,Yes,Yes
39,Male,'United Kingdom',Yes,Sometimes,1-5,No,Yes,Yes,Yes,Yes,'Somewhat difficult',No,No,Yes,No,Maybe,Yes,Yes,Yes
26,Female,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,No,No,'Dont know','Dont know',No,No,'Some of them',No,Maybe,No,Yes,Yes
23,Female,'United States',Yes,Sometimes,26-100,No,No,No,No,'Dont know','Somewhat difficult',Yes,No,No,No,Maybe,No,No,No
35,Male,Switzerland,Yes,Often,'More than 1000','Dont know','Not sure',No,No,Yes,'Very easy',No,No,'Some of them',No,Maybe,No,No,Yes
36,Male,'United States',No,Never,1-5,'Dont know','Not sure','Dont know','Dont know','Dont know','Very easy',No,No,'Some of them',No,No,'Dont know',No,No
42,Male,'United States',No,Rarely,'More than 1000','Dont know',No,No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,No,No,No
39,Male,'United States',Yes,Sometimes,500-1000,Yes,Yes,No,'Dont know',Yes,'Very easy',No,No,'Some of them',No,No,Yes,No,Yes
27,Male,'United States',No,Never,6-25,'Dont know',No,No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',Maybe,Maybe,'Dont know',No,No
33,Male,'United States',No,Never,6-25,'Dont know',No,No,No,No,'Very easy',Maybe,No,'Some of them',No,Maybe,Yes,No,No
31,Male,Canada,Yes,Often,'More than 1000',Yes,'Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
28,Female,'United States',No,Rarely,6-25,Yes,Yes,'Dont know',Yes,Yes,'Very easy',No,No,'Some of them',No,Yes,'Dont know',No,Yes
29,Female,'United States',No,Often,'More than 1000',Yes,No,No,No,'Dont know','Somewhat easy',No,No,'Some of them',Maybe,Maybe,'Dont know',No,Yes
27,Male,'United States',No,Sometimes,100-500,'Dont know','Not sure',No,No,Yes,'Very difficult',Maybe,No,'Some of them',No,Maybe,No,No,Yes
44,Male,'United States',No,Never,1-5,'Dont know',No,No,No,Yes,'Somewhat difficult',No,No,No,No,No,'Dont know',No,No
25,Male,'United States',No,Often,6-25,'Dont know',No,No,No,'Dont know','Somewhat easy',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
24,Male,Germany,Yes,Sometimes,6-25,No,No,No,No,'Dont know','Somewhat easy',Maybe,No,Yes,No,No,'Dont know',No,Yes
25,Male,'South Africa',Yes,Often,6-25,'Dont know',No,No,No,Yes,'Dont know',No,No,'Some of them',No,Maybe,No,Yes,Yes
34,Male,'United States',No,Never,6-25,Yes,'Not sure','Dont know','Dont know','Dont know','Somewhat easy',Maybe,Maybe,No,No,Maybe,'Dont know',No,No
26,Male,'United States',No,Never,'More than 1000',Yes,Yes,No,'Dont know','Dont know','Somewhat difficult',Maybe,No,No,No,No,'Dont know',No,No
48,Male,'United States',No,Never,26-100,Yes,Yes,Yes,Yes,Yes,'Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,No
34,Male,Greece,No,NA,26-100,No,No,No,No,'Dont know','Very difficult',Yes,Maybe,'Some of them',No,Maybe,No,No,No
39,Female,'United States',No,Sometimes,6-25,No,No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,Maybe,No,No,Yes
43,Male,'United States',No,Sometimes,'More than 1000',Yes,'Not sure',No,Yes,'Dont know','Dont know',Maybe,No,No,No,No,'Dont know',No,No
41,Male,'United States',No,Rarely,'More than 1000',Yes,Yes,Yes,Yes,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,Yes,Yes,No
25,Male,'United States',No,Never,'More than 1000','Dont know',No,No,No,'Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,No
31,Male,'United States',No,Sometimes,100-500,Yes,Yes,No,No,'Dont know','Somewhat easy',Maybe,No,'Some of them',No,Maybe,No,No,Yes
40,Male,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Dont know',Yes,Yes,No,No,Maybe,No,Yes,Yes
43,Male,'United States',Yes,Sometimes,1-5,Yes,'Not sure',No,'Dont know','Dont know','Dont know',Maybe,Maybe,'Some of them',No,Maybe,'Dont know',No,Yes
27,Female,'United States',Yes,Often,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Very difficult',Maybe,No,Yes,No,Maybe,No,Yes,Yes
37,Female,'United States',Yes,Sometimes,26-100,Yes,Yes,No,'Dont know','Dont know','Dont know',Yes,Maybe,No,No,Maybe,'Dont know',No,Yes
32,Male,Netherlands,No,Sometimes,1-5,No,No,No,No,Yes,'Very difficult',Maybe,No,'Some of them',No,Maybe,No,No,Yes
25,Male,'United States',Yes,Often,1-5,No,Yes,No,No,Yes,'Very easy',Maybe,No,Yes,No,Maybe,No,No,Yes
29,Male,Netherlands,Yes,Often,1-5,'Dont know','Not sure','Dont know',Yes,'Dont know','Very difficult',No,Maybe,Yes,Maybe,No,Yes,No,Yes
30,Female,'United States',Yes,Often,'More than 1000',Yes,No,No,No,'Dont know','Somewhat difficult',Yes,No,No,No,Maybe,No,No,Yes
34,Female,Canada,Yes,Often,26-100,'Dont know',No,Yes,'Dont know','Dont know','Somewhat easy',No,No,'Some of them',No,No,Yes,No,Yes
32,Male,'United Kingdom',Yes,Sometimes,1-5,Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Maybe,Maybe,'Some of them',No,Maybe,No,No,Yes
37,Male,Germany,No,NA,6-25,'Dont know',No,No,No,Yes,'Very easy',No,No,Yes,Maybe,Maybe,Yes,No,No
41,Male,Germany,No,Sometimes,'More than 1000','Dont know',No,No,No,'Dont know','Somewhat difficult',No,No,Yes,No,No,Yes,No,Yes
38,Male,'United States',Yes,Never,'More than 1000',Yes,'Not sure',Yes,Yes,'Dont know','Dont know',Yes,Maybe,'Some of them',No,No,No,No,No
32,Male,'United States',No,Sometimes,26-100,Yes,Yes,Yes,'Dont know',Yes,'Dont know',No,No,'Some of them',No,Maybe,'Dont know',No,Yes
28,Female,'United States',Yes,Sometimes,100-500,Yes,Yes,'Dont know','Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,Yes,No,Yes
43,Male,'United States',Yes,Never,100-500,Yes,Yes,No,'Dont know','Dont know','Somewhat easy',Maybe,No,'Some of them',No,Maybe,No,No,No
32,Male,'United States',Yes,Often,100-500,No,Yes,No,No,'Dont know','Very difficult',Yes,No,Yes,No,Yes,No,No,Yes
25,Male,'United States',No,Sometimes,'More than 1000',Yes,Yes,Yes,'Dont know',Yes,'Dont know',Yes,No,No,No,No,Yes,No,Yes
37,Male,'United States',No,Sometimes,100-500,Yes,No,No,Yes,Yes,'Very easy',No,No,No,No,No,Yes,No,Yes
36,Male,'United States',No,Sometimes,1-5,No,Yes,No,No,No,'Very difficult',No,No,No,No,No,No,Yes,Yes
24,Male,'United States',Yes,Rarely,6-25,'Dont know',No,No,No,'Dont know','Very easy',No,No,Yes,Maybe,Yes,Yes,No,Yes
40,Male,'United States',Yes,Sometimes,'More than 1000',Yes,'Not sure',Yes,'Dont know','Dont know','Somewhat difficult',Maybe,No,'Some of them',No,Maybe,'Dont know',Yes,Yes
29,Male,'United States',No,NA,'More than 1000','Dont know','Not sure',Yes,'Dont know',Yes,'Somewhat easy',No,No,'Some of them',No,Maybe,Yes,No,No
43,Male,'United States',No,Never,500-1000,'Dont know',No,No,'Dont know','Dont know','Dont know',No,No,Yes,No,No,Yes,No,No
29,Male,'United States',No,NA,6-25,Yes,'Not sure',No,Yes,'Dont know','Dont know',Maybe,No,'Some of them',Maybe,Yes,'Dont know',No,No
26,Male,'United States',Yes,Sometimes,100-500,'Dont know','Not sure',No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,No
33,Female,Canada,Yes,Often,1-5,No,Yes,No,No,No,'Very difficult',Yes,Yes,No,No,Maybe,No,Yes,Yes
35,Female,'United States',Yes,Sometimes,6-25,'Dont know',No,No,No,'Dont know','Somewhat easy',No,No,Yes,No,No,Yes,No,No
45,Male,'United States',No,Never,6-25,Yes,No,No,No,'Dont know','Dont know',Yes,Maybe,'Some of them',No,Maybe,'Dont know',No,No
25,Male,'United States',No,Rarely,6-25,No,Yes,No,'Dont know','Dont know','Somewhat easy',Maybe,No,No,No,Maybe,'Dont know',No,Yes
50,Male,France,No,Sometimes,26-100,No,No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,'Dont know',No,Yes
26,Male,Australia,Yes,Rarely,26-100,No,No,'Dont know','Dont know','Dont know','Very easy',No,No,Yes,Maybe,Yes,Yes,No,Yes
33,Female,'United States',No,Often,'More than 1000',Yes,Yes,'Dont know','Dont know','Dont know','Dont know',Yes,No,No,No,Maybe,'Dont know',No,Yes
30,Male,India,No,Often,6-25,No,No,No,No,No,'Very easy',Maybe,Maybe,'Some of them',Maybe,Maybe,'Dont know',No,No
33,Male,Croatia,Yes,Sometimes,6-25,Yes,Yes,No,'Dont know',Yes,'Very easy',No,No,'Some of them',Maybe,Maybe,Yes,No,Yes
29,Male,France,No,Often,6-25,Yes,No,No,No,Yes,'Somewhat easy',Maybe,Maybe,Yes,No,Yes,No,No,Yes
37,Male,Germany,No,NA,6-25,No,'Not sure',No,No,'Dont know','Dont know',Maybe,No,'Some of them',Maybe,Yes,'Dont know',No,No
25,Male,'United States',Yes,Sometimes,1-5,'Dont know',No,'Dont know','Dont know','Dont know','Very easy',No,No,Yes,Maybe,Yes,'Dont know',No,Yes
40,Male,'United States',No,NA,'More than 1000',Yes,'Not sure','Dont know','Dont know','Dont know','Somewhat easy',Maybe,No,'Some of them',No,Maybe,'Dont know',No,No
24,Male,Canada,No,Sometimes,26-100,Yes,Yes,No,No,Yes,'Dont know',Maybe,No,No,No,Maybe,'Dont know',Yes,No
40,Male,'United Kingdom',No,Never,100-500,'Dont know','Not sure',No,'Dont know','Dont know','Very easy',Maybe,No,Yes,No,Maybe,'Dont know',No,Yes
46,Male,'United States',Yes,Sometimes,6-25,'Dont know',Yes,No,'Dont know','Dont know','Dont know',Yes,Maybe,No,No,Maybe,'Dont know',No,Yes
38,Male,'United States',Yes,Rarely,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Yes,No,No,No,Yes,'Dont know',No,Yes
34,Male,'United States',No,Never,1-5,No,Yes,No,No,'Dont know','Dont know',Yes,Yes,No,No,No,'Dont know',No,No
32,Male,'United Kingdom',No,Rarely,1-5,No,Yes,Yes,Yes,Yes,'Very easy',No,No,'Some of them',No,Yes,No,Yes,Yes
44,Male,'United Kingdom',No,Sometimes,'More than 1000',No,No,No,Yes,'Dont know','Dont know',Maybe,No,'Some of them',No,No,No,No,Yes
33,Female,'United Kingdom',No,Never,100-500,'Dont know','Not sure',No,'Dont know','Dont know','Very easy',Maybe,No,'Some of them',No,Maybe,No,No,Yes
45,Female,'United States',No,Rarely,26-100,'Dont know',No,'Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',No,Maybe,'Dont know',No,Yes
35,Male,'United States',No,NA,6-25,'Dont know','Not sure','Dont know','Dont know',Yes,'Dont know',No,No,No,No,No,Yes,No,No
26,Male,Germany,Yes,Often,1-5,No,No,No,No,'Dont know','Dont know',Maybe,No,Yes,Maybe,Yes,No,Yes,Yes
20,Female,'United States',No,Sometimes,26-100,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',Maybe,Maybe,'Dont know',No,Yes
37,Male,Netherlands,Yes,Sometimes,6-25,No,No,No,No,Yes,'Somewhat easy',Maybe,No,'Some of them',No,Maybe,Yes,No,No
28,Male,'United States',No,NA,'More than 1000',Yes,No,No,No,Yes,'Somewhat easy',Maybe,No,No,No,Yes,No,No,No
42,Female,'United States',Yes,Sometimes,26-100,Yes,Yes,No,No,'Dont know','Dont know',Yes,No,'Some of them',No,Yes,No,No,Yes
32,Male,'United Kingdom',No,NA,26-100,No,No,No,No,'Dont know','Dont know',Maybe,No,No,No,No,'Dont know',Yes,No
36,Female,'United States',Yes,Rarely,'More than 1000',Yes,Yes,No,No,Yes,'Somewhat easy',Maybe,Maybe,'Some of them',No,No,'Dont know',No,Yes
27,Male,'New Zealand',No,Rarely,26-100,No,Yes,No,Yes,No,'Somewhat difficult',Yes,No,No,No,Maybe,No,Yes,No
27,Male,'New Zealand',No,Rarely,26-100,No,Yes,No,Yes,No,'Somewhat difficult',Yes,No,No,No,Maybe,No,Yes,No
27,Male,'United Kingdom',No,Sometimes,'More than 1000',No,No,No,No,Yes,'Somewhat easy',Maybe,No,Yes,Maybe,Maybe,No,No,Yes
25,Male,'United Kingdom',Yes,Sometimes,26-100,No,No,No,No,Yes,'Very easy',No,No,'Some of them',No,Maybe,Yes,No,Yes
41,Male,'United Kingdom',Yes,NA,6-25,No,No,No,No,'Dont know','Somewhat difficult',Maybe,Maybe,'Some of them',Maybe,Maybe,'Dont know',No,No
23,Male,Germany,Yes,Sometimes,6-25,'Dont know','Not sure',No,No,'Dont know','Somewhat easy',Maybe,No,No,No,No,'Dont know',No,Yes
21,Male,'United Kingdom',No,Sometimes,'More than 1000','Dont know',No,No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,Yes
26,Male,Moldova,No,Often,26-100,No,Yes,No,No,Yes,'Very difficult',No,No,Yes,Yes,Yes,'Dont know',No,Yes
29,Male,Sweden,No,Rarely,'More than 1000','Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,Maybe,No,No,Yes,'Dont know',Yes,No
28,Male,Belgium,No,Sometimes,'More than 1000',No,No,No,No,'Dont know','Somewhat easy',Yes,Maybe,No,No,No,'Dont know',Yes,No
27,Female,'United Kingdom',Yes,NA,'More than 1000',No,Yes,No,No,Yes,'Dont know',Maybe,No,No,No,Yes,Yes,No,No
23,Male,Israel,No,Never,'More than 1000',No,Yes,Yes,Yes,Yes,'Somewhat difficult',No,No,Yes,No,Yes,Yes,No,No
26,Female,'United States',Yes,Sometimes,26-100,'Dont know',No,No,No,'Dont know','Dont know',Maybe,No,No,No,No,'Dont know',No,No
38,Male,'United Kingdom',Yes,Sometimes,1-5,No,'Not sure','Dont know','Dont know','Dont know','Very easy',No,No,'Some of them',Maybe,Yes,'Dont know',No,Yes
39,Male,'United Kingdom',Yes,Sometimes,'More than 1000',No,No,No,No,Yes,'Very easy',Maybe,Maybe,'Some of them',Maybe,Maybe,Yes,No,Yes
